003472|Ег+о вр+емя ст+оит огр+омных д+енег.
003473|Д+есять т+ысяч мин+ута.
003474|Ем+у гор+аздо пр+още откуп+иться н+а м+есте.
003475|В+ыписать ч+ек, и +ехать п+о сво+им дел+ам.
003476|А Б+ог теб+я з+а +это н+е покар+ает?
003477|ех+идно спр+ашивал М+окер.
003478|Н+е д+умаю — отвеч+ал Л+емкус — маловеро+ятно.
003479|Б+ог л+юбит стр+аждущих и неим+ущих.
003480|Н+е уним+ался М+окер.
003481|Вз+ять у бог+атого н+е гр+ех — реаг+ировал Л+емкус.
003482|В+от и Л+енин т+ак д+умал.
003483|Чь+и-т+о ж+ены раб+отали.
003484|Дрозд+ов пит+ался у знак+омых, ст+удию ем+у опл+ачивала Най+ана.
003485|Л+емкуса подк+армливали бапт+исты.
003486|Ир+ина Г+ольц обнар+ужила в Кл+ивленде бог+атого р+одственника.
003487|А м+ы вс+ё стр+оили пл+аны.
003488|Пок+а одн+ажды М+окер н+е сказ+ал.
003489|А я предст+авьте себ+е зн+аю чт+о м+ы б+удем д+елать.
003490|Дрозд+ов зар+анее кивн+ул.
003491|+Эрик Б+аскин недов+ерчиво прищ+урился.
003492|Я вдр+уг поч+увствовал стр+анное беспок+ойство.
003493|Пом+едлив н+есколько сек+унд, М+окер торжеств+ующе в+ыговорил.
003494|М+ы б+удем издав+ать — втор+ую р+усскую газ+ету.
003495|Сентимент+альный м+арш.
003496|Подозр+ительно н+о к+аждый +из н+ас мечт+ал о р+усской газ+ете.
003497|В+едь журнал+истика был+а н+ашей ед+инственной проф+ессией.
003498|Ед+инственным люб+имым зан+ятием.
003499|Пр+осто м+ы н+е зн+али к+ак +это д+елается в СШ+А.
003500|Д+ома вс+ё б+ыло +очень пр+осто.
003501|Т+ам б+ыл обк+ом кот+орый вс+ё зн+ал...
003502|У люб+ой газ+еты б+ыло помещ+ение шт+ат, и соотв+етствующее обор+удование.
003503|Вс+е необход+имое предоставл+ялось госуд+арством.
003504|Начин+ая с типогр+афии, и конч+ая ш+ариковыми автор+учками.
003505|Д+ома б+ыл ц+ензор.
003506|Б+ыло ок+ошко гд+е в+ы регул+ярно получ+али зарпл+ату.
003507|Б+ыло нач+альство кот+орое дав+ало руковод+ящие указ+ания.
003508|В+ам остав+алось — т+олько пис+ать.
003509|Пр+и +этом зар+анее б+ыло изв+естно чт+о +именно.
003510|Англ+ийского м+ы н+е зн+али.
003511|З+а исключ+ением В+или М+окера, кот+орый объясн+ялся н+е б+ез п+омощи ж+естов.
003512|О зд+ешней газ+етной технол+огии н+е им+ели представл+ения.
003513|Кр+оме тог+о подозрев+али чт+о вс+я +эта зат+ея  ст+оит нем+алых д+енег.
003514|И вообщ+е — поинтересов+ался Б+аскин — кт+о н+ам д+аст разреш+ение.
003515|М+ы в+едь д+аже гражд+анства н+е им+еем.
003516|Вых+одит к+аждый п+оц м+ожет издав+ать газ+ету.
003517|А чт+о +если м+ы начн+ём подрыв+ать уст+ои капитал+изма?
003518|Н+о М+окер к+ак в+ыяснилось располаг+ал подр+обной информ+ацией.
003519|И н+а вопр+осы отвеч+ал б+ез зап+инки.
003520|Специ+ального разреш+ения н+е тр+ебуется.
003521|М+ы пр+осто регистр+ируем н+ашу корпор+ацию и вс+е.
003522|Зат+ем сним+аем недорог+ое помещ+ение в Манх+еттене.
003523|Зак+азываем р+усскую наб+орную маш+ину.
003524|Деш+ёвых типогр+афий в Нью-Й+орке ск+олько уг+одно.
003525|Технол+огия в Шт+атах б+олее соврем+енная а зн+ачит прост+ая.
003526|Вм+есто ц+инковых клиш+е исп+ользуют фотост+аты.
003527|Вм+есто свинц+ового наб+ора компь+ютерные маш+ины.
003528|Д+алее М+окер зас+ыпал н+ас т+ерминами айби+эм, проц+ессор, сел+ектрик-комп+озер.
003529|Н+аше уваж+ение к М+океру росл+о.
003530|+Он продолж+ал.
003531|Чт+о ж+е кас+ается уст+оев, т+о +их век+ами подрыв+ают дес+ятки экстрем+истских газ+ет.
003532|Ког+о +это волн+ует?
003533|+Если газ+ета лег+альна, т+о вс+ё остальн+ое н+е им+еет знач+ения.
003534|Т+ем б+олее чт+о м+ы нам+ерены прид+ерживаться консерват+ивной л+инии.
003535|М+ы должн+ы рассказ+ать америк+анцам пр+авду о тоталитар+изме! — вв+ернул +Эрик Б+аскин.
003536|Мн+е вс+ё равн+о как+ой л+инии прид+ерживаться — объяв+ил Дрозд+ов.
003537|А д+еньги? спрос+ил я.
003538|М+окер н+е смут+ился.
003539|Д+еньги +это т+оже н+е ф+окус.
003540|Ам+ерика букв+ально наб+ита деньг+ами.
003541|Милли+оны америк+анцев н+е зн+ают к+ак +их потр+атить.
003542|М+ы нах+одка дл+я +этих люд+ей.
003543|М+окер рассужд+ал ув+еренно и компет+ентно.
003544|Зн+ачит +он н+е тер+ял вр+емени.
003545|М+ы вс+е пит+али к нем+у ч+увство з+ависти и дов+ерия.
003546|Нед+аром +он п+ервый ст+ал кур+ить сиг+ары.
003547|А гл+авное р+аньше друг+их перест+ал нос+ить од+ежду +из кожзамен+ителя.
003548|Пон+изив г+олос +он сказ+ал.
003549|Я хоч+у прод+олжить разгов+ор б+ез свид+етелей.
003550|Ост+анутся — том+ительная п+ауза — Б+аскин, Дрозд+ов, и Сер+ёга.
003551|Когд+а об+иженные сос+еди в+ышли, М+окер т+оном загов+орщика произн+ёс.
003552|+Есть у мен+я н+а прим+ете кр+упный г+ангстер.
003553|Челов+ек +из м+афии.
003554|Нужд+ается к+ак я поним+аю в инвест+ициях.
003555|Ин+аче говор+я в легализ+ации т+айных капит+алов.
003556|Гд+е т+ы ег+о откоп+ал? — спрос+или м+ы.
003557|Вс+е +очень пр+осто.
003558|У мен+я +есть незам+ужняя сос+едка.
003559|М+океры ж+или в л+евом крыл+е зд+ания.
003560|Выс+окая симпат+ичная б+аба.
003561|Дрозд+ов попыт+ался разв+ить +эту т+ему.
003562|П+олная так+ая с кр+углым з+адом.
003563|Д+альше — н+ервно переб+ил ег+о Б+аскин.
003564|У +этой С+интии — продолж+ал М+окер — быв+ает италь+янец.
003565|М+ы ч+асто ст+алкиваемся в каф+е.
003566|Прич+ём зах+одит +он к н+ей — исключ+ительно дн+ём.
003567|П+осле чег+о, С+интия нем+едленно опуск+ает шт+оры.
003568|Как+ой м+ы +из +этого д+елаем в+ывод?
003569|Ч+ерт ег+о зн+ает — сказ+ал +Эрик Б+аскин.
003570|Дрозд+ов игр+иво засме+ялся потир+ая р+уки.
003571|Об+ычное д+ело стар+ик, подд+али и в к+ойку!
003572|М+окер — уничтож+ающе посмотр+ел н+а Дрозд+ова и сказ+ал.
003573|+Из +этого м+ы д+елаем в+ывод, чт+о Р+иццо — хоз+яин ночн+ого завед+ения.
003574|По+этому, +он и заним+ается люб+овью т+олько дн+ём.
003575|А в ночн+ое вр+емя завед+ения контрол+ируются м+афией.
003576|Н+е говор+я уж+е о т+ом чт+о вс+е италь+янцы прирожд+ённые мафи+ози.
003577|Б+аскин в+ыразил сомн+ение.
003578|Вс+е жен+атые мужч+ины развлек+аются дн+ём.
003579|Дл+я +этого н+е обяз+ательно б+ыть г+ангстером.
003580|Н+о М+окер — переб+ил ег+о.
003581|А +если я с н+им говор+ил? Тогд+а чт+о?
003582|Я д+олго н+е реш+ался.
003583|Под+ыскивал наиб+олее +ёмкую формулир+овку.
003584|И након+ец вчер+а многознач+ительно спрос+ил: +Уж н+е принадлеж+ишь л+и т+ы к изв+естной организ+ации?
003585|+Он п+онял м+ой нам+ёк, и кивн+ул.
003586|Тогд+а я попрос+ил ег+о о встр+ече.
003587|М+ы договор+ились ув+идеться — з+автра п+осле шест+и.
003588|В б+аре н+а угл+у Семн+адцатой и П+ятой.
003589|Б+аскин тяжел+о вздохн+ул.
003590|Смущ+ает мен+я реб+ятки вс+я +эта угол+овщина.
003591|Г+ангстер б+ыл од+ет дов+ольно скр+омно.
003592|Ег+о вельв+етовые бр+юки лосн+ились.
003593|Дж+емпер с н+адписью П+омни Вал+енсию — обт+ягивал кр+углый жив+от.
003594|Лиц+ом +он напомин+ал груз+инского р+ыночного торг+овца.
003595|+Он в+ежливо предст+авился.
003596|Мен+я зов+ут Р+иццо.
003597|Р+иццо Фьез+оли.
003599|В б+аре т+ихо на+игрывал музык+альный автом+ат.
003600|М+ы с+ели у окн+а.
003601|Б+армен в+ышел +из-з+а ст+ойки, под+ал н+ам ш+есть кокт+ейлей.
003602|+Это б+ыл дж+ин с лим+оном и т+оником.
003603|Я б+ы предпоч+ёл в+одку.
003604|Н+ас б+ыло ш+естеро, включ+ая Р+иццо.
003605|Я приш+ёл н+е од+ин.
003606|У жен+ы выходн+ой, и +ей захот+елось посмотр+еть н+а мафи+ози.
003607|Вс+е кр+оме Р+иццо б+ыли недов+ольны чт+о пришл+а мо+я жен+а.
003608|Я сказ+ал М+океру чт+о уплач+у з+а дв+а кокт+ейля.
003609|К+ам-+ан — широк+о отмахн+улся М+окер и т+ут ж+е перев+ёл.
003610|М+ы ч+окнулись, и в+ыпили.
003611|Р+иццо Б+аскин и мо+я жен+а — п+или ч+ерез сол+оминку.
003612|М+окер я и Дрозд+ов — предпочл+и обойт+ись б+ез +этих т+онкостей.
003613|П+осле +этого М+окер заговор+ил.
003614|К+ое-чт+о м+ы поним+али.
003615|К+ое-чт+о — +он перевод+ил н+ам.
003616|Вообщ+е ч+ем х+уже говор+ят по-англ+ийски, т+ем дост+упнее мн+е +их яз+ык.
003617|Кор+оче состо+ялся прим+ерно так+ой разгов+ор.
003618|Мог+у я назыв+ать теб+я пр+осто Р+иццо?
003619|Ещ+ё б+ы, в+едь м+ы друзь+я.
003620|+Эти реб+ята б+ывшие сов+етские журнал+исты.
003621|Мог+у я заказ+ать ещ+ё од+ин кокт+ейль?
003622|Снач+ала поговор+им.
003623|Я б+уду откров+енен.
003624|Над+еюсь зд+есь вс+е сво+и?
003625|М+окер, обв+ёл н+ас стр+огим испыт+ующим взгл+ядом.
003626|М+ы постар+ались в+ыразить абсол+ютную ло+яльность.
003627|М+окер продолж+ал.
003628|В ближ+айшие дн+и м+ы начин+аем издав+ать р+усскую газ+ету.
003629|Д+ело к+ак т+ы сейч+ас убед+ишься в+ерное.
003630|В Ам+ерике чет+ыре милли+она гр+аждан р+усского происхожд+ения.
003631|Аудит+ория и р+ынок неисчерп+аемы.
003632|+Есть возм+ожность получ+ить сол+идную америк+анскую рекл+аму.
003633|Ч+ерез г+од вс+я эт+а зат+ея принес+ёт хор+ошие д+еньги.
003634|Чт+о т+ы +об +этом д+умаешь?
003635|Я н+е чит+аю п+о-р+усски — отв+етил г+ангстерр — я вообщ+е м+ало чит+аю.
003636|К+ак и вс+е м+ы — с+умрачно откл+икнулся Б+аскин.
003637|М+окер попыт+ался в+ыровнять направл+ение бес+еды.
003638|Я д+умаю тво+я организ+ация располаг+ает знач+ительными ср+едствами.
003639|Несомн+енно! — реаг+ировал италь+янец.
003640|Зат+ем доб+авил.
003641|Н+аш капит+ал — +это м+ужество ст+ойкость дисципл+ина, в+ерность иде+алам.
003642|М+окер взволн+ованно приподн+ялся.
003643|Возм+ожно я н+е п+олностью раздел+яю тво+и убежд+ения.
003644|Н+о я гот+ов отд+ать ж+изнь з+а тво+ё пр+аво своб+одно +их выраж+ать.
003645|+Эти слов+а прозвуч+али к+ак цит+ата.
003646|М+окер с+ел, и продолж+ал.
003647|Н+е б+удем кас+аться тво+ей ид+ейной прогр+аммы.
003648|М+ы л+юбим ч+естных борц+ов незав+исимо +от +их убежд+ений.
003649|Я мн+ого сл+ышал пр+о тво+ю организ+ацию.
003650|Л+ично мн+е е+ё ц+ели и в ос+обенности ср+едства — н+е +очень-то близк+и.
003651|Н+о я прив+ык отдав+ать д+олжное ст+ойкости и м+ужеству в люб+ой конкр+етной ф+орме.
003652|Мн+е изв+естно чт+о зак+оны организ+ации сур+овы.
003653|Р+иццо г+ордо кивн+ул.
003654|Д+а организ+ация мгнов+енно ликвид+ирует т+ех кт+о е+ё преда+ёт.
003655|Вр+яд л+и м+ожно позав+идовать том+у кт+о нар+ушит сво+е сл+ово д+анное организ+ации.
003656|Прекр+асно вст+авила мо+я жен+а.
003657|Сер+ежа обяз+ательно чт+о-т+о нар+ушит и ег+о ликвид+ируют.
003658|И ост+анусь я молод+ой привлек+ательной вд+овушкой.
003659|В+идно н+а мо+ю жен+у под+ействовал алког+оль.
003660|Н+о М+окер перев+ёл е+ё слов+а.
003661|Нав+ерное хот+ел разряд+ить обстан+овку.
003662|Р+иццо нахм+урился, и отчек+анил.
003663|Д+олжен в+ас разочаров+ать мад+ам.
003664|Ликвид+ируем вс+ю семь+ю.
003665|Зат+ем извин+яющимся т+оном доб+авил.
003666|Жизнест+ойкой м+ожет б+ыть л+ишь организ+ация сп+аянная дисципл+иной.
003667|Я зам+етил чт+о вс+е избег+ают сл+ова м+афия.
003668|Бл+иже к д+елу — продолж+ал М+окер — у организ+ации +есть ср+едства.
003669|Он+а заинтерес+ована в лег+альных капиталовлож+ениях.
003670|М+ы гот+овы предост+авить +ей так+ую возм+ожность.
003671|Разум+еется в+ы пол+учите соотв+етствующие гар+антии.
003672|Музык+альный автом+ат зат+их.
003673|Извин+ите мен+я — сказ+ал Р+иццо.
003674|+Он подн+ялся, дост+ал +из карм+ана м+елочь.
003675|Опуст+ил е+ё в щ+ель.
003676|Н+екоторое вр+емя раздав+алось шип+ение.
003677|Пот+ом зазвуч+али акк+орды гит+ары, и слащ+авый т+енор в+ывел.
003678|О Вал+енсия мо+я р+одина!
003679|С+олнце ш+епчет мн+е улыбн+ись.
003680|О Вал+енсия!
003681|Р+иццо верн+улся, дост+ал сигар+ету.
003682|Чт+о-т+о в н+ем отвеч+ало музык+альному р+итму.
003683|Бан+ально выраж+аясь, +он припл+ясывал.
003684|М+окер прот+янул ем+у зажиг+алку с изображ+ением г+олой дев+ицы.
003685|Г+ангстер прикур+ил.
003686|Н+у т+ак чт+о. — спрос+ил М+окер.
003687|Р+иццо приподн+ял бр+ови.
003688|В+ам нужн+ы д+еньги.
003689|М+окер ув+еренно кивн+ул.
003690|Я н+е уполном+очен реш+ать так+ие вопр+осы.
003691|Кон+ечно, я поговор+ю с Рафа+элем.
003692|+Он зав+едует парт+ийной к+ассой.
003693|Откров+енно говор+я н+е д+умаю чт+обы +он соглас+ился.
003694|Рафа+эль немн+ожко консерват+ивен.
003695|Я убежд+ён чт+о Рафа+эль гор+аздо прав+ее, своег+о кум+ира Тр+оцкого.
003696|Н+аша фр+акция л+евых мао+истов — знач+ительно д+альше +от ц+ентра.
003697|М+ы переглян+улись.
003698|Фр+акция мао+истов?
003699|переспрос+ил Б+аскин.
003700|Зат+ем поверн+улся к М+океру.
003701|Т+ы говор+ил чт+о +он +из м+афии.
003702|Н+а с+амом д+еле вс+ё гор+аздо х+уже.
003703|Н+а с+амом д+еле, +этот п+оц ещ+ё и большев+ик.
003704|Италь+янец ж+иво поясн+ил.
003705|В +юности я б+ыл маркс+истом — либер+ального т+олка.
003706|Я д+аже голосов+ал пр+отив индивиду+ального терр+ора.
003707|Н+о зат+ем присоедин+ился к радик+алам.
003708|А нед+авно увл+ёкся мао+истской прогр+аммой.
003709|Мн+е х+очется примир+ить ленин+изм с конфуци+анством.
003710|Пр+авая фр+акция счит+ает мен+я ренег+атом.
003711|Н+о я-т+о зн+аю чт+о +истина прид+ёт с Вост+ока.
003712|Пошл+и отс+юда в+он.
003713|сказ+ал +Эрик Б+аскин.
003714|Дрозд+ов колеб+ался.
003715|Вообщ+е-то д+еньги н+е п+ахнут — сказ+ал +он.
003716|Б+аскин пов+ысил г+олос.
003717|Как+ие м+огут б+ыть д+еньги у +этой шпан+ы?
003718|М+окер в+ыглядел кр+айне под+авленным.
003719|Мо+я жен+а откров+енно весел+илась.
003720|Р+иццо в+ыпил ещ+ё од+ин стак+ан кокт+ейля и невозмут+имо продолж+ал.
003721|+Истина прид+ёт с Вост+ока.
003722|Л+ично я восхищ+аюсь р+усскими!
003723|Он+и революцион+еры, и доб+ились справедл+ивости.
003724|Зат+ем револ+юция перешл+а в бюрократ+ическую ф+азу.
003725|Зарод+илась н+овая сов+етская буржуаз+ия.
003726|Л+ично я революцион+ер, и вр+аг буржуаз+ии.
003727|Я чит+ал Солжен+ицына и Толст+ого.
003728|Толст+ой буржу+азный пис+атель.
003729|Ег+о волн+уют пережив+ания изн+еженных богач+ей.
003730|А в+от Солжен+ицын напис+ал хор+ошую кн+игу.
003731|Солжен+ицын пок+азывает к+ак оп+асно вырожд+ение революци+онного д+уха.
003732|Б+аскин +еле сд+ерживался.
003733|Чт+о з+а д+икая п+утаница в голов+е у +этого ст+арого хулиг+ана?
003734|Р+иццо н+е уним+ался.
003735|+Он жестикул+ировал и восклиц+ал.
003736|Револ+юция должн+а побед+ить н+а вс+ей земл+е!
003737|Богач+и начн+ут труд+иться, а прост+ые л+юди отдых+ать и кур+ить мариху+ану.
003738|И +это б+удет справедл+иво.
003739|Р+усские молодц+ы!
003740|+Им нужн+а ещ+ё одн+а револ+юция.
003742|В+от +именно, Солжен+ицын.
003743|Хв+атит — кр+икнул Б+аскин.
003744|Хв+атит! — р+адостно повтор+ил италь+янец.
003745|В+идно реш+ил чт+о +это зн+ачит бр+аво.
003746|М+ы расплат+ились и вст+али.
003747|Мао+ист д+олго ж+ал н+ам р+уки.
003748|Ам+ерика плох+ая стран+а.
003749|Я жив+у зд+есь т+олько р+ади д+енег.
003750|Мо+ё с+ердце принадлеж+ит Вал+енсии.
003751|Д+а здр+авствуют ортод+оксы и радик+алы.
003752|Дол+ой Льв+а Толст+ого и буржуаз+ию.
003753|Вив+ат! — сказ+ал Дрозд+ов.
003754|М+ы в+ышли н+а Семн+адцатую +улицу.
003755|Р+иццо ост+ался в б+аре.
003756|В+идимо хот+ел ещ+ё б+ольше укреп+ить св+ой революци+онный д+ух.
003757|М+окер смущ+ённо посм+еивался.
003758|Крет+ин! — сказ+ал ем+у Б+аскин.
003759|Я ищ+у — опр+авдывался М+окер — и нащ+упываю ход+ы.
003760|Д+еньги б+удут.
003761|Ам+ерика стран+а неогран+иченных возм+ожностей.
003762|Пот+ом +он всп+омнил.
003763|С к+аждого п+о чет+ыре д+оллара.
003764|С Довл+атова в+осемь.
003765|З+а +этого гов+енного Р+иццо, т+ак +уж и б+ыть, плач+у я.
003766|В с+ущности непл+охо посид+ели — успок+аивал Б+аскина Дрозд+ов.
003767|Ув+идите д+еньги б+удут — завер+ял н+ас М+окер — я клян+усь.
003768|Кт+о м+ы, и отк+уда?
003769|Н+аша эмигр+ация усл+овно д+елится н+а тр+и пот+ока.
003770|Д+аже н+а чет+ыре: полит+ический, эконом+ический, худ+ожественный, и авант+юрный.
003771|Полит+ические эмигр+анты ч+увствуют себ+я зд+есь непл+охо.
003772|Ос+обенно т+е у ког+о хор+ошая специ+альность.
003773|Наприм+ер врач+и, инжен+еры, знамен+итые уч+ёные, квалифиц+ированные рем+есленники.
003774|В+едь диссид+ентство н+е проф+ессия.
003775|+Это л+юди добив+ались своб+оды и получ+или е+ё.
003776|Хот+я своб+ода т+оже н+е проф+ессия.
003777|По+этому жел+ательно, б+ыть ещ+ё и квалифиц+ированным специал+истом.
003778|Л+юди +из эконом+ического пот+ока т+оже н+е ж+алуются.
003779|В+едь он+и доб+ились матери+альных бл+аг.
003780|П+опросту говор+я хот+ели ж+ить л+учше.
003781|Заб+ыть о б+едности, вер+ёвочных макар+онах, фан+ерных пиджак+ах, и ядов+итом алког+оле.
003783|Говор+ят +если в+ыпить сов+етской мад+еры, и помоч+иться н+а шак+ала, т+о шак+ал околев+ает.
003784|Л+юдям хот+елось ж+ить норм+ально: путеш+ествовать +есть фр+укты, и смотр+еть цветн+ой телев+изор.
003785|Отд+ельная кварт+ира с в+анной уж+е достиж+ение.
003786|Кор+оче он+и сво+ё получ+или.
003787|Мн+огие дов+ольно б+ыстро устр+оились н+а тяж+ёлую хорош+о опл+ачиваемую раб+оту.
003788|С+ели наприм+ер з+а бар+анку такс+и.
003789|Наиб+олее целеустремл+ённые откр+ыли с+обственные предпри+ятия.
003791|Разгов+аривают дв+ое эмигр+антов.
003792|Н+у к+ак т+ы, хорош+о устр+оился?
003793|Д+а н+ет, вс+ё ещ+ё раб+отаю.
003794|Авантюр+исты л+юди в+ечно недов+ольные.
003795|В Ам+ерику поп+али случ+айно.
003796|Кт+о-то с жен+ой поруг+ался и у+ехал.
003797|Ком+у-т+о захот+елось посл+ушать Гилл+еспи...
003798|+Или доп+устим пл+юнуть в Гудз+он с небоскр+ёба.
003800|Н+о прих+одится ещ+ё и раб+отать.
003801|Чт+о дл+я мн+огих яв+илось п+олной неож+иданностью.
003802|Хорош+о ещ+ё чт+о в Ам+ерике м+ожно б+ыть госуд+арственным параз+итом.
003803|Т+ак чт+о большинств+о авантюр+истов н+а в+елфере.
003804|М+ы с друзь+ями отн+осимся к худ+ожественному пот+оку.
003805|М+ы л+юди тв+орческих накл+онностей пис+атели худ+ожники ред+акторы искусствов+еды журнал+исты.
003806|М+ы у+ехали в п+оисках тв+орческой своб+оды.
003807|Мн+огие +из н+ас д+ействовали созн+ательно.
003808|Х+оть и н+е вс+е.
003809|+Если д+ать тв+орческую своб+оду петух+у, +он вс+ё равн+о б+удет кукар+екать.
003810|Н+ам прих+одится тр+удно.
003811|Англ+ийского язык+а м+ы ч+аще всег+о н+е зн+аем.
003812|Проф+ессию мен+ять ест+ественно н+е хот+им.
003813|В+елфер получ+ать благор+одно стыд+имся.
003815|Стар+уха-эмигр+антка в р+ыбном магаз+ине.
003816|Я дог+адывалась чт+о зд+есь говор+ят по-англ+ийски.
003817|Н+о кт+о ж+е м+ог зн+ать чт+о д+о так+ой ст+епени.
003818|М+ы неуд+ачники.
003819|Хот+я мн+огие +из н+ас когд+а-то б+ыли знамен+итостями.
003820|Наприм+ер, +Эрик Б+аскин.
003821|+Он б+ыл изв+естным спорт+ивным журнал+истом.
003822|Ред+актором журн+ала Хокк+ей-футб+ол.
003823|А футб+ол и хокк+ей — замен+яют сов+етским л+юдям рел+игию, и культ+уру.
003824|П+о ч+асти эмоцион+ального возд+ействия у хокк+ея ед+инственный соп+ерник — алког+оль.
003825|Когд+а Б+аскин приезж+ал с л+екциями в Х+арьков и Чел+ябинск, остан+авливались тр+акторные зав+оды.
003826|Веч+ерняя см+ена уход+ила с предпри+ятий.
003827|Эмигр+ировал Б+аскин поруг+авшись с вли+ятельным инстр+уктором цек+а.
003828|Случ+илось +это н+а ид+ейной п+очве.
003829|Поск+ольку сп+орт у н+ас явл+ение идеолог+ическое.
003830|А +Эрик в одн+ом +из репорт+ажей чересч+ур хвал+ил кан+адских хокке+истов.
003831|И ег+о ув+олили п+осле непри+ятного разгов+ора в Центр+альном Комит+ете.
003832|Прощ+аясь инстр+уктор сказ+ал:
003833|У мен+я к в+ам пр+осьба.
003834|Объясн+ите колл+егам чт+о в+ы ух+одите +из ред+акции п+о состо+янию здор+овья.
003835|Над+еюсь в+ам пон+ятно.
003836|Б+аскин отв+етил.
003837|Тов+арищ инстр+уктор.
003838|Вообраз+ите так+ую ситу+ацию.
003839|Доп+устим в+ам измен+ила жен+а.
003840|А п+осле +этого зараз+ила в+ас гонор+еей.
003841|В+ы пода+ёте н+а разв+од.
003842|А жен+а обращ+ается к в+ам с пр+осьбой:  В+ася, объясн+и колл+егам чт+о м+ы разв+одимся поск+ольку т+ы импот+ент.
003843|Инстр+уктор позелен+ел и указ+ал Б+аскину н+а дв+ерь.
003844|В+иля М+окер раб+отал н+а ленингр+адском телев+идении.
003845|Вр+яд л+и +он б+ыл звезд+ой, н+о прох+ожие ег+о узнав+али.
003846|У+ехал В+иля потом+у чт+о б+ыл евр+еем, и страд+ал +от антисемит+изма.
003847|Пр+и сл+ове евр+ей — +он л+ез др+аться.
003848|+Он б+ыл ув+ерен чт+о евр+ей руг+ательство.
003849|Дрозд+ов труд+ился в отд+еле пропаг+анды См+ены.
003850|А пропаганд+ировать к+ак изв+естно м+ожно вс+е.
003851|+От св+етлого коммунист+ического б+удущего, и фиол+етовых гус+иных жел+удков, д+о произвед+ений худ+ожника Налбанд+яна, и злов+онных рез+иновых б+от.
003852|+Это пород+ило в Дрозд+ове л+ёгкую мор+альную неразб+орчивость.
003853|П+омню ред+актор см+ены говор+ил о н+ем.
003854|У +этого д+аже з+адница почт+ительная.
003855|Я н+е зн+аю почем+у Дрозд+ов у+ехал.
003856|О полит+ических мот+ивах зд+есь н+ечего и говор+ить.
003857|Ход+или сл+ухи чт+о Дрозд+ов беж+ал +от алим+ентов.
003858|Н+о челов+ек +он б+ыл дов+ольно ум+елый и работ+ящий.
003859|А +это гл+авное.
003860|О себ+е я уж+е расск+азывал в п+ервой кн+иге.
003861|Спр+ашивается, ком+у м+ы б+ыли нужн+ы в Ам+ерике?
003862|М+окер продолж+ал энерг+ично д+ействовать.
003863|Звон+ил в разл+ичные организ+ации...
003864|Начин+ая с Толст+овского ф+онда, и конч+ая Л+игой защ+иты евр+еев.
003865|М+океру назнач+али ежедн+евно п+о ш+есть делов+ых свид+аний.
003866|Вс+е +это обнад+ёживало н+ашего л+идера.
003867|В+идно +он б+ыл слегк+а дезориент+ирован америк+анской люб+езностью.
003868|Куд+а н+и позвон+ишь везд+е отвеч+ают.
003869|Заход+ите наприм+ер шест+ого м+ая в од+иннадцать тр+идцать.
003870|В Со+юзе б+ыло по-друг+ому.
003871|Т+ам вс+ё знак+омо и пон+ятно.
003872|+Если теб+е откр+ыто н+е хам+ят, зн+ачит д+ело б+удет решен+о в полож+ительном см+ысле.
003873|И д+аже когд+а хам+ят, ещ+ё н+е вс+ё пот+еряно.
003874|Поск+ольку н+екоторые чин+овники хам+ят автомат+ически, рефлект+орно.
003875|Так+ое х+амство один+аково бл+изко соловь+иному п+ению, и рыч+анию льв+а.
003876|Зд+есь вс+ё ин+аче.
003877|Бес+едуют в+ежливо, улыб+аются, налив+ают к+офе.
003878|Люб+езно теб+я высл+ушивают.
003879|Зат+ем печ+ально говор+ят.
003880|Сожал+еем н+о м+ы лишен+ы удов+ольствия восп+ользоваться д+анными предлож+ениями.
003881|Н+аша ф+ирма чересч+ур скромн+а дл+я осуществл+ения в+ашего тал+антливого, блест+ящего про+екта.
003882|+Если чт+о-т+о изм+енится, м+ы в+ам позвон+им.
003883|Иногд+а п+осле +этого д+аже зап+исывают н+омер телеф+она.
003884|Одн+ако л+идер не сдав+ался.
003885|Сто+яло вл+ажное и д+ушное нью-й+оркское л+ето.
003886|В м+ягком асф+альте побл+ескивали кол+ечки +от с+одовых б+анок.
003887|Он+и напомин+али драгоц+енные п+ерстни.
003888|Небоскр+ёбы в Манх+еттене б+ыли ок+утаны клуб+ами гор+ячего п+ара.
003889|Бесч+исленные кондицион+еры орош+али прох+ожих т+ёплым дожд+ём.
003890|Р+ежущие зв+уки тормоз+ов, и гр+охот дж+аза — слив+ались в одн+у чуд+овищную какоф+онию.
003891|М+окер ход+ил п+о +улице в кост+юме-тр+ойке, дар+ованном ем+у синаг+огой.
003892|В рук+ах +он держ+ал бесф+орменный сов+етский портф+ель, эп+охи Коминт+ерна.
003893|Т+ам хран+илась уд+обная складн+ая в+ешалка.
003894|В метр+о н+аш л+идер дост+ав е+ё +из портф+еля, б+ыстро раздев+ался.
003895|Пидж+ак и жил+ет терпел+иво держ+ал +он н+а в+ытянутой рук+е.
003896|Г+алстук с изображ+ением америк+анского фл+ага — д+елал М+окера пох+ожим н+а уд+авленника.
003897|Осл+абить +узел б+ыло невозм+ожно.
003898|Завяз+ать ег+о В+иля м+ог т+олько п+еред з+еркалом.
003899|Покид+ая сабв+ей, М+окер вн+овь одев+ался.
003900|Н+а перегов+оры ш+ёл в кост+юме.
